ID,Name,Distance (metres),Grade (%),KOM (seconds),QOM (seconds),Athletes,Category,Bearing
22033713,Uppför och raksträckan,205.7,-1.1,,,,0,
26850932,Nobelparken CCW,639,0,117,165,146,0,W
26850913,Nobelparken CW,654,-0.1,138,173,60,0,E
22134530,Brunnshögstorget - MAX IV,527.6,-1.5,,,,0,
9937340,Branta backen,546.0999755859375,2.700000047683716,124,,341,0,
25600403,Asfalten Mossen,1658.2,0.1,,,,0,
9937293,Åsså uppför backen,606.9000244140625,2.4000000953674316,122,,307,0,
8986405,Skarpskyttevägen österut,313.1000061035156,0,59,,369,0,
8335533,The downhill,500.79998779296875,-7.6,,,,0,
8453871,Sankt Hans Loop,2083.7,0.1,556,798,11,0,N
8554854,Sankt Hans (winter) Loop,1654.800048828125,0.1,,,,0,
15615155,Långa intervallbacken St Hans,221.1,10.1,,,,0,
25649297,Golfklubb - Gustavhillsväagen,1272.2,-0.1,334,357,62,0,E
26307591,Genom Damstoprsskogen,1262.9,0.1,331,350,58,0,E
12302380,Hill Sprint ,89.6,-4.4,,,,0,
20595152,Lovisa på landet söderut ,1417.2,-0.2,,,,0,
22961187,Gunnesbo to Nöbbelöv,422.6,1.3,,,,0,
9138841,SHE 2014 banan,2521.6,0,577,663,566,0,SE
7419856,Trädet-Odarslövsvägen,2276.3,-0.4,521,641,111,0,N
17429384,Parkvarvet,925.2,-0.2,,,,0,
8986389,Cykelvägen söderut,146.1,0.8,22,,555,0,
21703598,"Behind Kämnärs, E-W",599,-1.2,,,,0,
22004769,"Behind Kämnärs, W-E",594,1.2,,,,0,
14455815,Sankt Hans Backar circle,1503.5,-0.1,,,,0,
9929904,Ett varv runt backarna,1582,0,355,,28,0,
10898537,Drag strip,673.5,0.2,,,,0,
9080586,Dammtorps-backen,262.3,0.5,51,57,250,0,SW
9937305,Ännu en backe,527,2.5,99,,124,0,
9937361,Varvet runt backarna,1570.0999755859375,0,355,,31,0,
20135599,Fjelie kyrka,1497.3,0.2,236,370,141,0,E
22961047,Sankt Hans Puls,255,5.1,,,,0,
12746766,Långa backen,505,1.8,,,,0,
16990480,SHE bottom to top,470.5,7.7,,,,0,
6546234,StHans Extreme,2509.9,0,573,678,521,0,E
21703615,"Behind Borgarparken/Delphi, E-W",502.5,-0.9,,,,0,
27221870,Slakmotan på St Hans,144.1,4.4,,,,0,
13822110,Norra Fäladen 3Km - moturs,2916.1,0,744,819,11,0,SW
25661303,Misären efter SHE,211.5,2.9,,,,0,
23252661,Borgarparken runt,844.1,-0.2,,,,0,
13822291,Norra Fäladen 5Km - moturs,4926.6,0,,,,0,
22004782,"Behind Borgarparken/Delphi, W-E",489.1,0.9,,,,0,
7869187,The hill,529.9000244140625,7.199999809265137,108,,181,0,
21393129,Dirt track reverse,1185.1,-0.7,,,,0,
34797274,Utmarksvägen från Kunskapsparken,528.6,1.1,99,136,403,0,SE
13474008,dammtorp träd till träd,282.8,2.8,50,36,276,0,SW
35533103,Damstorp-Gustavshill-Hobykrok-Damstorp,4519.8,0.1,,,,0,
20689773,Fladen NV 1k,998.9,0.8,,,,0,
31650664,Forskareparken up the middle,619.8,-1,126,184,91,0,NE
7504838,St Hans - Annehem,476.2,-1.4,87,,395,0,
20118951, Annehem runt (ca 4km),3750.1,0,897,,15,0,
22881042,Frueräften moturs,956.7,-0.1,,,,0,
22963938,Discgolf - Hundrastgård,841,-0.3,,,,0,
17497201,Backen,739.2,3.4,,,,0,
23437934,Räftvägen Lindegårdsvägen,983,1.4,,,,0,
22882462,Frueräften medurs,959.8,0.1,,,,0,
20181063,upp till Frueräften,978.7,2.5,,,,0,
26285697,Tram stop MaxIV to tram stop ESS,867.2,-0.1,,,,0,
7917869,Klosterhöjden,722.9,-0.3,172,,108,0,
8651210,Synchrotron Hill,319,0.5,60,,294,0,
14211424,Klosterängs 8an,1077.8,-0.1,248,,24,0,
16544371,Hill Bacon Bump fur alle,1760.3,-0.2,,,,0,
19191359,Klosterängsvarvet,1608.5,-0.6,,,,0,
7283585,The hill,856.4,0.1,186,,69,0,
22134522,MAX IV - Brunnshögstorget,540.3,1.6,,,,0,
17076455,Förbi Ekeberga,2052.4,-0.1,,,,0,
20634771,Nya Utmarksvägen,761.8,0.6,137,195,250,0,SE
31541818,"Science Spring Run 2,5 km",2504.5,0.1,,,,0,
22134545,MAX IV - ESS korsning,437.3,0.4,,,,0,
5285216,Utmarksvägen,754,0.7,141,198,204,0,SE
34074046,Damm - Utpost - Entré N,969.8,0.3,,,,0,
25400141,Jullevägen norrut,1567.6,-0.1,307,491,29,0,NW
8653012,Tågjakt,461,-0.800000011920929,91,,35,0,
11587762,MAX IV Challange! - In your backyard,444.4,-0.2,,,,0,
35145886,Kunskapsspiralen neråt,557.4,-1.7,105,130,96,0,NW
14409908,M-skylt till husvägg,323.2,-0.2,54,87,155,0,N
20689660,Fladen O 1k,840.5,0.3,,,,0,
30130926,Kunskapssnurren,626.9,1.6,107,158,71,0,SE
21555637,"Fladen V, N to S",809.5,0.1,,,,0,
30902517,Waves on foot (watch out for bikes!),1139.3,0,,,,0,
10898546,Get ya shoes dirty,727.2,0.4,162,,106,0,
6973269,Annehem - St Hans,469.5,1.3,94,,364,0,
14842235,Synchrotron clockwise,702,0.9,159,,44,0,
18283908,Synchrotron bump,108.7,0.4,24,,203,0,
12629696,Synchrotron bump,178.39999389648438,1.6,43,,148,0,
8464832,Dirt track,1140,0.8,259,,107,0,
22134513,ESS - Kunskapsparken,412.3,-0.5,,,,0,
22134490,Korsning ESS- Brunnshögstorget,1034.7,0.7,,,,0,
14720009,Mount bacon,101.5,25.8,26,,152,0,
21003223,Kräkåttan,1066.2,0,,,,0,
22277744,Grusvägen bakom tjurbacken,467.1,0,,,,0,
3542636,Löddenäsvägen,665.5,0.3,,,,0,
11375835,Sandby mosse,4434.7,0.1,1121,,17,0,
6910034,"Ladugardsmarken, N",2716.3,-0.6,575,,203,0,
8752715,Graveyard Shift,469,0.1,98,,241,0,
34226638,Flykten från rastgården,497.9,-2,,,,0,
18652989,Hundrundan,1001,0.2,200,237,18,0,E
34226650,Runda Pukgränden,561,-0.6,,,,0,
24049551,Flyinge here we come,2040,0,,,,0,
10111754,Ladugårdsmarksstråket,2965.4,0,650,,49,0,
34074028,Asfalt mellan Entréer N-S,926.5,0.2,,,,0,
22961192,Down to Nöbbelövs mosse,592.8,-0.7,,,,0,
25103865,Runt Mossen,2403.7,0.2,,,,0,
29794454,Kunskapsparken - 1 Mile,1620.3,-0.1,,,,0,
8653019,Tågjakt (reverse),479,0.8,102,,92,0,
24962025,Fredentorps 1 km,1005,-0.2,,,,0,
12794770,"linnebjer, moturs",2314.5,0,,,,0,
26038508,Tram stop ESS to tram stop MaxIV,885.9,0,,,,0,
31286908,Jägaren intervall syd,256.1,-0.3,,,,0,
20999285,Tornhillsrakan,904.8,-0.6,,,,0,
19853283,"sandby->flyingeby, via grus",1107.6,-0.1,,,,0,
19492282,Västervångsvägen norrut,773,-0.1,,,,0,
21507949,Linnebjerace,1860.3,0,,,,0,
22961182,Nöbbelövs kyrkoväg,735.5,-0.9,,,,0,
7419861,Odarslövsrakan,2593.5,0.5,,,,0,
15994055,Science sprint,2192.9,0.4,,,,0,
19590348,Korsåkersvägen spurt,252.8,0.7,43,59,157,0,E
24049620,"Boom , flying towards sandby",1706.5,0.2,,,,0,
17933933,Rakan mellan åkrarna riktning uppför,893.7,1.2,178,,278,0,
32572700,"Korsåkersvägen, raka",288.9,1.4,51,70,250,0,S
32572749,"Korsåkersvägen, asfalten",570.6,0.5,147,173,20,0,SE
30475653,Ö. Odarslöv to Damstorpsvägen,1336.9,0.1,,,,0,
29422530,Vällkärrabäcken N-S,548.9,1,116,143,340,0,SE
8752818,Nöbbelövs Mosse - trainspotting,1291,0.6,,,,0,
13296008,Varvet runt sjön,879.6,0,176,207,112,0,SE
9808516,Järnvägen till Kävlingevägen,1073.8,1,,,,0,
19853302,"flyingeby->sandby, via grus",1102,0.1,,,,0,
9781732,Tegelbruksvägen österut,604,0.7,,,,0,
30134242,Grusvägsintervall,490.6,0.1,,,,0,
6973502,Vallkärra - Stångby,917.6,1.3,195,,179,0,
29435275,Plantskolan - Annehem,904.3,0.6,,,,0,
15085814,"Tegelbruksvägen, västerut",603.5999755859375,-1,,,,0,
22455847,Östra Odarslöv Sprint,1258.1,0.4,,,,0,
11980964,"Ladugårdmarken, up the road",656,1.3,,,,0,
17773948,Norra västkustvägen genom Borgeby,1313.2,-0.1,,,,0,
17067986,Borgeby-Lödde,2020,-0.3,,,,0,
28809459,Längs med järnvägen N-S,431.3,0.7,,,,0,
25702362,Gästabudsparken spurt,280.1,-0.8,40,52,177,0,N
24067903,Hästspåret österut,1815.9000244140625,-0.6,,,,0,
35225838,Stångby Öster,906,0.1,,,,0,
15982635,Holy mile,1642.1,-0.8,,,,0,
29322308,Löddeängar till kanotklubben,874.7999877929688,-0.8,,,,0,
17068019,Lödde Å-backen,262.5,3.8,,,,0,
26990345,Svenske kungen,1012.5,-2.3,,,,0,
27082061,2km runt gudavägarna,2006.4000244140625,0.1,,,,0,
20255193,Stävie chicken race,675.5,0,,,,0,
26125557,Streak mile,1530,-0.1,,,,0,
15993996,Pilevallen,1033.9,-0.4,,,,0,
26990324,Danske kungen,998.8,2.3,,,,0,
14176207,Intervall västerut utmärkt 1000 meter sträcka,983.3,0.1,,,,0,
